Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,Latitude,Longitude,Outras informacoes da localidade,Jurisdicao,Destino do Material
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D.P.Costa,RB00650764,5419,16/08/2011,NA,30/10/2017,Calymperaceae,NA,CALYMPERACEAE,family,NA,NA,Bryophyta,Bryopsida,Pottiales,Calymperaceae,NA,NA,Espécie não Ameaçada,NA,"Serra do Aracá, margem esquerda do rio Igarapé Preto, mata ciliar próximo a cachoeria do Eldorado. sobre paredão de pedra a beira do rio.",Brasil,Amazonas,Barcelos,Espécie não Sensível,0.8747223,-63.3425,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. C. Mendonça,RB00142953,3039,13/08/1997,NA,30/10/2017,Chamaecrista orbiculata,NA,Chamaecrista orbiculata (Benth.) H.S.Irwin & Barneby,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,Chamaecrista orbiculata,Espécie não Ameaçada,NA,"Fazenda Engenho, estrada de chão entre Niquelandia e Dois Irmãos. 11 km de Niquelandia.",Brasil,Goiás,Niquelândia,Espécie não Sensível,-14.6522222,-48.4397222,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Costa, D.P.",RB00570967,4575,09/08/2006,NA,30/10/2017,Plagiochila,NA,Plagiochila micropterys Gottsche,genus,NA,NA,Marchantiophyta,Jungermanniopsida,Jungermanniales,Plagiochilaceae,Plagiochila,NA,Espécie Ameaçada,Em Perigo,"Serra da Estrela. Antiga estrada da Serra da Estrela, subida da Estrada velha, margem direita na trilha que dá acesso ao riacho, sobre pedra do riacho.",Brasil,Rio de Janeiro,Petrópolis,Espécie não Sensível,-22.5655556,-43.1927777,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. C. Mendonça,RB00170941,5584,14/04/2004,NA,30/10/2017,Centrosema,NA,Centrosema,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Centrosema,NA,Espécie Ameaçada,Vulnerável,Estrada de chão para Niquelândia próx. a divisa Colinas do Sul/Niquelandia.,Brasil,Goiás,Colinas do Sul,Espécie não Sensível,-14.1822223,-48.0772223,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Yule Roberta Ferreira Nunes,751481,"Nº Da Autorização/Licença Sisbio: 44907, Projeto: Dinâmica Da Vegetação Em Diferentes Altitudes Na Serra Do Cipó, Minas Gerais",19/06/2014,20/06/2014 a 30/08/2014,28/08/2020,Cyperaceae,NA,Cyperaceae,family,213,NA,Magnoliophyta,Liliopsida,Poales,Cyperaceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Da Serra Do Cipó,Brasil,MG,NA,Espécie não Sensível,-19.297111,-43.591167,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.G.Vieira,RB00355567,1056,08/11/1979,NA,30/10/2017,Psychotria prunifolia,NA,Psychotria prunifolia (Kunth) Steyerm.,species,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Psychotria,Psychotria prunifolia,Espécie não Ameaçada,NA,"Estrada Vilhena - Pimenta Bueno, localidade Guaporé. A 500m do posto Fiscal do Município.",Brasil,Rondônia,Pimenta Bueno,Espécie não Sensível,-12.75,-60.1666667,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.T.R. Costa,RB01327104,595,18/09/2016,NA,30/10/2017,Peperomia,NA,Peperomia,genus,NA,NA,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,NA,Espécie Ameaçada,Vulnerável,Trilha da Mãe D´água.,Brasil,Minas Gerais,Tiradentes,Espécie não Sensível,-21.1058333,-44.1761111,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marcelo Brilhante De Medeiros,287279,"Nº Da Autorização/Licença Sisbio: 24309, Projeto: Programa De Salvamento E Conservação Da Flora Da Usina Hidreletrica São Salvador",19/10/2006,20/10/2006 a 20/10/2006,08/09/2016,Diospyros hispida,NA,Diospyros hispida,species,1,NA,Magnoliophyta,Magnoliopsida,Ebenales,Ebenaceae,Diospyros,Diospyros hispida,Espécie não Ameaçada,NA,"Áreas De Cerrado, Florestas Estacionais E Agropecuária",Brasil,TO,Parana,Espécie não Sensível,-12.804167,-48.237222,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. Marquete,RB00241829,3260,08/05/2002,NA,30/10/2017,Tibouchina,NA,Tibouchina fissinervia (Schrank & Mart. ex DC.) Cogn.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Tibouchina,NA,Espécie Ameaçada,Em Perigo,"Distr. de Conceição do Ibitipoca. Serra do Ibitipoca, estr.para o Parq. est. do Ibitipoca, próx. a Pousada dos Macacos.",Brasil,Minas Gerais,Lima Duarte,Espécie não Sensível,-21.7088889,-43.9033333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.C. Forzza,RB00735404,7324,04/10/2012,NA,30/10/2017,Baccharis milleflora,NA,Baccharis milleflora (Less.) DC.,species,NA,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis milleflora,Espécie não Ameaçada,NA,Próximo ao rio Passo Dois. Campo alterado com brejos.,Brasil,Paraná,Lapa,Espécie não Sensível,-25.5144444,-49.0072222,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Letícia Leite Ferraço,402158,"Nº Da Autorização/Licença Sisbio: 36652, Projeto: Padrões De Frugivoria E Dispersão De Sementes Pelo Macaco-Prego-Do-Peito-Amarelo (Sapajus Xanthosternos) Na Reserva Biológica De Una, Bahia.",28/02/2013,01/03/2013 a 01/03/2013,04/11/2014,Inga edulis,NA,Inga edulis,species,1,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga edulis,Espécie não Ameaçada,NA,Reserva Biológica De Una,Brasil,BA,NA,Espécie não Sensível,-15.180049,-39.055436,Coordenada exata da ocorrência,NA,Solto/mantido na natureza
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.Sobral,RB00681009,11176,NA,NA,30/10/2017,Urticaceae,NA,Coussapoa,family,NA,NA,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae,NA,NA,Espécie não Ameaçada,NA,Rio Juruena.,Brasil,Mato Grosso,Apiacás,Espécie não Sensível,-22.85,-67.2,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. Mello- Silva,RB00493205,1919,15/12/2001,NA,30/10/2017,Funastrum clausum,NA,Funastrum clausum (Jacq.) Schltr.,species,NA,NA,Magnoliophyta,Magnoliopsida,Gentianales,Asclepiadaceae,Funastrum,Funastrum clausum,Espécie não Ameaçada,NA,"Corrientes, Mburucuya, estrada Mburucuya- Palmar Grande ( Ruta 86), 3 Km E de Mburucuya- .",Argentina,NA,NA,Espécie não Sensível,-28.0502778,-58.1883333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.C. Forzza,RB01114701,8734,09/03/2015,NA,30/10/2017,Chamaecrista,NA,Chamaecrista,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,NA,Espécie Ameaçada,Em Perigo,"Fazenda Figueiredo, contrafortes da Serra Geral, Cerrado com afloramentos de arenito e solo areno-argiloso.",Brasil,Tocantins,Taguatinga,Espécie não Sensível,-12.3055556,-46.3483333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,P.Acevedo-Rdgz,RB00586555,13610,30/09/2003,NA,30/10/2017,Bombacaceae,NA,Eriotheca,family,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Bombacaceae,NA,NA,Espécie não Ameaçada,NA,"BAsin of Rio Acre,Projeto de Assentamento Extrativista São Luiz do Remanso,Colocação Estrangeiro,30km w of Capixaba,then 15-21km N on new unpaved access road.",Brasil,Acre,Capixaba,Espécie não Sensível,-10.6555555,-67.9541667,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,John Ethan Householder,304391,"Nº Da Autorização/Licença Sisbio: 30159, Projeto: Biogeografia, Ecologia De Comunidades, E Classificação De Habitats Úmidos Dominados Por Mauritia Flexuosa L.F Na Bacia Amazônica",04/04/2013,05/04/2013 a 05/04/2013,22/06/2015,Scirpus,NA,Scirpus,genus,1,NA,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Scirpus,NA,Espécie não Ameaçada,NA,Parque Nacional Viruá,Brasil,RR,NA,Espécie não Sensível,1.3635,-60.97537,Coordenada aproximada,NA,Será destinado posteriormente
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C. Baez,RB01103752,502,01/03/2016,NA,30/10/2017,Terminalia,NA,Terminalia acuminata (Allemão) Eichler,genus,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,NA,Espécie Ameaçada,Em Perigo,Trilha Cova da Onça. Parque Nacional da Floresta da Tijuca,Brasil,Rio de Janeiro,Rio de Janeiro,Espécie não Sensível,-22.9563889,-43.2852777,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Yule Roberta Ferreira Nunes,751263,"Nº Da Autorização/Licença Sisbio: 44907, Projeto: Dinâmica Da Vegetação Em Diferentes Altitudes Na Serra Do Cipó, Minas Gerais",19/06/2014,20/06/2014 a 30/08/2014,28/08/2020,Asteraceae,NA,Asteraceae,family,100,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Da Serra Do Cipó,Brasil,MG,NA,Espécie não Sensível,-19.232361,-43.576333,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ayslaner Victor Gallo De Oliveira,150195,"Nº Da Autorização/Licença Sisbio: 16364, Projeto: Caracterização Florística E De Formações Vegetais A Fim De Subsidiar A Elaboração Do Plano De Manejo Do Parque Nacional Dos Campos Amazônicos - Amazônas, Rondônia E Mato Grosso",17/11/2008,18/11/2008 a 18/11/2008,14/08/2012,Annonaceae,NA,Annonaceae,family,2,NA,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Dos Campos Amazônicos,Brasil,AM,NA,Espécie não Sensível,-8.711359,-61.514099,Coordenada de referência da área amostrada,NA,Destinado a laboratório
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,S.J.Silva Neto,RB00441269,891,08/07/1996,NA,30/10/2017,Quararibea turbinata,NA,Quararibea turbinata (Sw.) Poir.,species,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Bombacaceae,Quararibea,Quararibea turbinata,Espécie não Ameaçada,NA,"Area da parcela de morrote, entre as linhas 6 e 10. Reserva Biológica de Poço das Antas",Brasil,Rio de Janeiro,Silva Jardim,Espécie não Sensível,-22.5,-42.25,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.N. Fraga,RB00529647,2044,05/05/2008,NA,30/10/2017,Acanthaceae,NA,Mendoncia,family,NA,NA,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae,NA,NA,Espécie não Ameaçada,NA,"São Paulo Viana, beira da estrada. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas",Brasil,Espírito Santo,Cariacica,Espécie não Sensível,-20.3,-40.5333333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.L. Fonseca,RB01141179,6562,27/11/2012,NA,30/10/2017,Bauhinia,NA,Bauhinia,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,NA,Espécie Ameaçada,Em Perigo,Folha: SC-23-Y-A,Brasil,Tocantins,Ponte Alta do Tocantins,Espécie não Sensível,-10.7052778,-47.4955555,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.P.ORLANDI,RB00250696,792,19/10/1986,NA,30/10/2017,Epidendrum secundum,NA,Epidendrum secundum Jacq.,species,NA,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum secundum,Espécie não Ameaçada,NA,FAZ PAIOL.,Brasil,Bahia,Mucugê,Espécie não Sensível,-12.6,-41.5,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.Quintanilha,RB00878186,19,03/05/2012,NA,30/10/2017,Polygalaceae,NA,Bredemeyera kunthiana (A.St.-Hil.) Klotzsch ex A.W.Benn.,family,NA,NA,Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,NA,NA,Espécie não Ameaçada,NA,BR 106.,Brasil,Rio de Janeiro,Iguaba Grande,Espécie não Sensível,-22.8502778,-42.1891666,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Joice Nunes Ferreira,1103110,"Nº Da Autorização/Licença Sisbio: 24164, Projeto: Sustentabilidade Dos Usos Da Terra Na Amazônia: Diversidade Florística, Estoques De Carbono E Status Da Qualidade Dos Solos",02/02/2016,03/02/2016 a 04/02/2016,11/09/2019,Eschweilera grandiflora,NA,Eschweilera grandiflora,species,1,NA,Magnoliophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Eschweilera,Eschweilera grandiflora,Espécie não Ameaçada,NA,Floresta Nacional Do Tapajós,Brasil,PA,NA,Espécie não Sensível,-3.320407,-54.960731,Coordenada de referência da área amostrada,NA,Solto/mantido na natureza
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Renato Garcia Rodrigues,1077188,"Nº Da Autorização/Licença Sisbio: 32186, Projeto: Parcelas Permanentes Flona Negreiros",31/10/2011,01/11/2011 a 01/11/2011,24/11/2017,Croton blanchetianus,NA,Croton blanchetianus,species,1,NA,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,Croton blanchetianus,Espécie não Ameaçada,NA,Floresta Nacional Negreiros,Brasil,PE,NA,Espécie não Sensível,-7.960595,-39.43707,Coordenada de referência da área amostrada,NA,Solto/mantido na natureza
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,T.J. Cadorin,RB00593261,706,22/11/2009,NA,30/10/2017,Begonia,NA,Begonia hammoniae Irmsch.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Violales,Begoniaceae,Begonia,NA,Espécie Ameaçada,Em Perigo,Área Virgem do Parque Nacional da Serra do Itajaí.,Brasil,Santa Catarina,Blumenau,Espécie não Sensível,-27.0969444,-49.1391666,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,W. W. Thomas,RB00517748,14427,22/01/2005,NA,30/10/2017,Scleria bracteata,NA,Scleria bracteata Cav.,species,NA,NA,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Scleria,Scleria bracteata,Espécie não Ameaçada,NA,"Ecoparque de Una, 8 km W of BA-001 on road to Vila Brasil.",Brasil,Bahia,Una,Espécie não Sensível,-15.1672223,-39.0580556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.R. Lima,RB00563008,417,14/12/2006,NA,30/10/2017,Pleiochiton blepharodes,NA,Pleiochiton blepharodes (DC.) Reginato et al.,species,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleiochiton,Pleiochiton blepharodes,Espécie não Ameaçada,NA,Serra da Bocaína. Trilha para a Cachoeira do Bracuí saindo da Pousada da Terra.,Brasil,São Paulo,Bananal,Espécie não Sensível,-22.8,-44.45,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D.C. Zappi,RB00717107,2919,25/08/2010,NA,30/10/2017,Recordoxylon,NA,Recordoxylon,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Recordoxylon,NA,Espécie não Ameaçada,NA,"Reserva Popular Xixuaú - Xiparina, descendo o Rio Xipariná.",Brasil,Roraima,Rorainópolis,Espécie não Sensível,-1.0186111,-61.8280556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.C. Forzza,RB00495053,4578,20/07/2007,NA,30/10/2017,Merremia,NA,Merremia aturensis (Kunth) Hallier f.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Merremia,NA,Espécie Ameaçada,Em Perigo,Estrada Uruaçu-Niquelândia (GO 237). 77 km de Niquelândia. Cerrado.,Brasil,Goiás,Uruaçu,Espécie não Sensível,-14.5494444,-49.051944399999996,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. Cielo Filho,RB00663340,1172,26/10/2010,NA,30/10/2017,Mollinedia schottiana,NA,Mollinedia schottiana (Spreng.) Perkins,species,NA,NA,Magnoliophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,Mollinedia schottiana,Espécie não Ameaçada,NA,"Estação Experimental. Trilha da Barragem, beira d´água.",Brasil,São Paulo,Itapeva,Espécie não Sensível,-24.057222199999998,-49.075,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Martinelli,RB00609004,16830,02/12/2010,NA,30/10/2017,Sidastrum paniculatum,NA,Sidastrum paniculatum (L.) Fryxell,species,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Sidastrum,Sidastrum paniculatum,Espécie não Ameaçada,NA,"Fazenda Alto Salobra, próximo aos limites do PARNA da Serra da Bodoquena, estrada p/ Fazenda Califórnia. Floresta Ombrófila com trechos de Floresta estacional sobre afloramentos calcários.",Brasil,Mato Grosso do Sul,Porto Murtinho,Espécie não Sensível,-20.9208334,-56.6758334,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Eliane Kaltchuk Dos Santos,41637,Nº Da Autorização/Licença Sisbio: 17980,15/05/2009,16/05/2009 a 16/05/2009,17/01/2012,Iridaceae,NA,Iridaceae,family,1,NA,Magnoliophyta,Liliopsida,Liliales,Iridaceae,NA,NA,Espécie não Ameaçada,NA,Campos E Beira De Estrada,Brasil,RS,Sao Francisco De Paula,Espécie não Sensível,-29.460072,-50.574767,NA,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.M.A.Braga,RB01365865,17-114,06/09/2017,NA,30/10/2017,Jacquemontia,NA,Jacquemontia,genus,NA,NA,Magnoliophyta,Magnoliopsida,Solanales,Convolvulaceae,Jacquemontia,NA,Espécie Ameaçada,Vulnerável,"Serra dos Órgãos, Nogueira, arredores do cume do Morro do Pavão (Pedra de Nogueira).",Brasil,Rio de Janeiro,Petrópolis,Espécie não Sensível,-22.4358333,-43.1219445,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. A. X. Borges,RB00515669,825,11/02/2000,NA,30/10/2017,Martinella,NA,Martinella insignis A.H. Gentry ex Zuntini & L.G. Lohmann,genus,NA,NA,Magnoliophyta,Magnoliopsida,Scrophulariales,Bignoniaceae,Martinella,NA,Espécie não Ameaçada,NA,"RPPN - Fazenda Riacho das Pedras, prop. Sr. Gersino Antônio Bronzon.",Brasil,Bahia,Itamaraju,Espécie não Sensível,-17.1466666,-39.3647222,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A.J. Castelo,RB00761401,189,13/07/2012,NA,30/10/2017,Fimbristylis cymosa,NA,Fimbristylis cymosa R.Br.,species,NA,NA,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis,Fimbristylis cymosa,Espécie não Ameaçada,NA,Entre as Lagoas Comprida e Carapebus. Parque Nacional da Restinga de Jurubatiba,Brasil,Rio de Janeiro,Macaé,Espécie não Sensível,-22.2844444,-41.6966666,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.F. Simon,RB00909354,2244,21/03/2014,NA,30/10/2017,Piper,NA,Piper,genus,NA,NA,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Piper,NA,Espécie Ameaçada,Em Perigo,"Fazenda Barranco Alto, 12km NW de Vila Bela. Floresta entre estrada e serra.",Brasil,Mato Grosso,Vila Bela da Santíssima Trindade,Espécie não Sensível,-14.9436111,-60.0113889,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,T.A. Pontes,RB00651998,42,18/04/2008,NA,30/10/2017,Philodendron acutatum,NA,Philodendron acutatum Schott,species,NA,NA,Magnoliophyta,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron acutatum,Espécie não Ameaçada,NA,Usina São José. Mata de Pezinho.,Brasil,Pernambuco,Igarassu,Espécie não Sensível,-7.7938889,-35.0191667,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Paulo Da Cunha Lana,299883,"Nº Da Autorização/Licença Sisbio: 33157, Projeto: Disponibilidade De Madeira Do Manguezal No Complexo Estuarino De Paranaguá (Paraná, Brasil)",22/05/2012,23/05/2012 a 23/05/2012,12/05/2018,Laguncularia racemosa,NA,Laguncularia racemosa,species,63,NA,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae,Laguncularia,Laguncularia racemosa,Espécie não Ameaçada,NA,Área De Proteção Ambiental De Guaraqueçaba,Brasil,PR,NA,Espécie não Sensível,-25.515556,-48.581667,Coordenada de referência da área amostrada,NA,Solto/mantido na natureza
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,B.A.S.Pereira,RB00386045,2766,18/06/1995,NA,30/10/2017,Serjania,NA,Serjania velutina Cambess.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Serjania,NA,Espécie Ameaçada,Criticamente em Perigo,"Margem do km 25 da Rodovia GO - 118, do trecho São Gabriel/ Alto Paraíso.",Brasil,Goiás,Água Fria de Goiás,Espécie não Sensível,-15.25,-47.5,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.N. Fraga,RB00549298,2184,21/07/2008,NA,30/10/2017,Mollinedia longifolia,NA,Mollinedia longifolia Perkins,species,NA,NA,Magnoliophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,Mollinedia longifolia,Espécie não Ameaçada,NA,"Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas",Brasil,Espírito Santo,Cariacica,Espécie não Sensível,-20.2677778,-41.525,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ayslaner Victor Gallo De Oliveira,643340,"Nº Da Autorização/Licença Sisbio: 43323, Projeto: Realização De Diagnóstico Ambiental Para Subsidiar A Elaboração Dos Planos De Manejo Das Uc Federais Do Interflúvio Purus Madeira (Br 319)",09/10/2014,10/10/2014 a 30/10/2014,22/04/2015,Annonaceae,NA,Annonaceae,family,2,NA,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,NA,NA,Espécie não Ameaçada,NA,Reserva Biológica Do Abufari,Brasil,AM,NA,Espécie não Sensível,-5.39866,-63.010399,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C. Baez,RB01192941,1189,07/10/2016,NA,30/10/2017,Clusiaceae,NA,CLUSIACEAE Tovomitopsis cf. saldanhae Engl.,family,NA,NA,Magnoliophyta,Magnoliopsida,Theales,Clusiaceae,NA,NA,Espécie não Ameaçada,NA,Zona de amortecimento do PETP. Estrada para Seio da Mulher de Pedra. Atrás do Sítio das pedras. Bairro de Vargem Grande.,Brasil,Rio de Janeiro,Teresópolis,Espécie não Sensível,-22.3783334,-42.8283334,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,P. Schwirkowsky,RB01332095,1827,02/09/2016,NA,30/10/2017,Justicia,NA,Justicia floribunda (C.Koch) Wassh.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Justicia,NA,Espécie Ameaçada,Em Perigo,Serra Alta. Vila Pilz. Estrada de Ferro,Brasil,Santa Catarina,São Bento do Sul,Espécie não Sensível,-26.2841666,-49.4605556,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Miguel Busarello Lauterjung,993038,"Nº Da Autorização/Licença Sisbio: 52151, Projeto: Evidências Genéticas Da Ação Antrópica Pré-Colombiana Sobre A Expansão Da Araucaria Angustifolia",13/03/2016,14/03/2016 a 21/03/2016,11/12/2016,Araucaria angustifolia,NA,Araucaria angustifolia,species,1,NA,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,Araucaria angustifolia,Espécie Ameaçada,Em Perigo,Propriedade Privada,Brasil,SC,Bom Jardim Da Serra,Espécie não Sensível,-28.334056,-49.676436,Coordenada exata da ocorrência,NA,Descartado
